G_name,RoomID,RoomName,BlogName,HotPoint
穿越火线,6558628,定级.首胜.冲分.高质量.高效率,白鲨摇摇忆,35000.0
穿越火线,6773779,电竞杨幂音❤️首胜定级,白鲨最二初,105000.0
穿越火线,5715544,帮打排位，秒上号！,重置排位推土机,100000.0
穿越火线,5473385,斗鱼最强冲锋狙,一只心安啦,99000.0
穿越火线,8471441,初来乍到 请多关照 8471441,情久viki,94000.0
穿越火线,940571,南部大区枪王段开车啦,准神从容,87000.0
穿越火线,5956523,排位小垃圾已上线。,白鲨安研,86000.0
穿越火线,7525794,首胜 上分不排队,WiFi小宝贝,80000.0
穿越火线,5220759,今天肯定能上分,传情小小,74000.0
穿越火线,81918,阿智：一看就老下饭主播了,你好我叫阿智,70000.0
穿越火线,7959418,北部排位在线等个房管,KZ丶苏萌萌,67000.0
穿越火线,3500378,精神小伙在线打排位~,特别帅的c某,66000.0
穿越火线,980557,做善解人意的小改改 排位/定级/首胜,白鲨野猫,66000.0
穿越火线,5822382,【穿越火线】枪王排位日记,周全c,65000.0
穿越火线,214514,鹰鹰：全球第一残局王。,214514鹰鹰,57000.0
穿越火线,1319636,呐邱：帮打排位/首胜/枪王/秒上号！,白日梦想家呐邱,57000.0
穿越火线,992504,首胜、排位、秒上号！,主播冲冲992504,50000.0
穿越火线,7559478,请对我善良点,逮只沈丸子,48000.0
穿越火线,8237190,全区排位摇起来,KZ娜宝,47000.0
穿越火线,1731884,"宠粉第7天,你们还不来吗.我还在努力,",江湖人称高霸霸,45000.0
穿越火线,5431146,愿以善眼望世界,白鲨文文,44000.0
穿越火线,4465846,❤想上分吗？你来问问我❤,CF小雅,44000.0
穿越火线,2478544,南部宗师速度来,大个儿Li,38000.0
穿越火线,7244503,首胜上分，秒上号的一天~,狗狗Cute,37000.0
穿越火线,5034460,敲可爱的臭妹妹。,王懒懒阿,35000.0
穿越火线,7245824,我贪恋的人间烟火.不偏不倚全都是你,白鲨小不点,34000.0
穿越火线,7290276,尽力打好每一局,少年仍需多志,34000.0
穿越火线,8014753,豆豆是个勤劳的搬运工,嘎嘣嘎嘣豆儿110,33000.0
穿越火线,8260751,祝你爱我到天荒地老ღ,情久暖迷,32000.0
穿越火线,8025815,邦达排位！打工皇帝,东少小哥哥,29000.0
穿越火线,4654,排位30秒上号,冬寂Awm,28000.0
穿越火线,3123723,每天下午南部枪王之王，赛季全区排位效率！,小蛇眼呀,28000.0
穿越火线,7277297,南部宗师段,白鲨小陶子,27000.0
穿越火线,1297933,秒上号 帮打排位,cf旋律宝宝,27000.0
穿越火线,8312955,【迷兔】我还是曾经那个少年.,是你的迷兔吗,25000.0
穿越火线,600599,上分嘛，我超凶~❤,smile小樱花,24000.0
穿越火线,7886678,又菜又玩系列~,是你的小钱包i,24000.0
穿越火线,6230215,CF点/透明护目镜/元帅/首胜/友情卷,主播丶靓仔哦,23000.0
穿越火线,8472968,来给生活比个耶 8472968,惠子o,23000.0
穿越火线,7703022,刀僵尸 走起来！！！,稻嗒,22000.0
穿越火线,6591377,排位/定级/首胜/上分！！！,白鲨宇成,20000.0
穿越火线,8253164,北部大区-我是要上枪王之王的女人,李小钒fanfan,17000.0
穿越火线,5591956,元帅 友情卷 水晶宝珠 邀请,超级甜的心动,17000.0
穿越火线,7503933,非常随意的直播间 7503933,是幻夜吖,17000.0
穿越火线,5460452,S14在线定级，首胜，活动任务~,弹道1st,16000.0
穿越火线,3932834,排位极速上枪王的主播～@,白鲨熊猫君,16000.0
穿越火线,8276394,上号领雷神了哦,CF阿晋,16000.0
穿越火线,7187995,救救孩子吧 7187995,白鲨小哪吒,15000.0
穿越火线,6473798,生化娱乐小播播.在线帮做任务,根本瘦不下来i,15000.0
穿越火线,6677711,专业排位。首胜。定级！！！,清雨哥哥哟,15000.0
穿越火线,7860270,还缺点什么 音乐？,可wu呀,14000.0
穿越火线,8139992,全区定级  首胜,嘉豪秀,14000.0
穿越火线,5286883,愿所求皆所愿 所盼皆所期~,美素小月亮,14000.0
穿越火线,189696,"燃[排位]抽入魂.自助,皮肤,呱卡,滴滴",渝万阿睿Stay,14000.0
穿越火线,8089326,女主播全区上分中~,佳佳呦ovo,14000.0
穿越火线,5714534,飞哈哈的欢乐直播间︿(￣︶￣)︿,飞开心吖,13000.0
穿越火线,8156548,排位！菜鸡主播努力混分中！,小巨人cc,12000.0
穿越火线,7403646,练枪，排位。,大大卷儿o,12000.0
穿越火线,8353729,穿越火线真的太好玩了！,CF王琦,11000.0
穿越火线,52298,快乐每一天 微笑面对,KZ丶昆山仔,11000.0
穿越火线,8310212,西部传奇段-.-..,2000zZB,11000.0
穿越火线,7327659,大家上午好~,李飞s,11000.0
穿越火线,8451604,小林今天白给了吗,柳下澈,10000.0
穿越火线,6457507,免费打首胜大宗师以上打不过,raid突袭,10000.0
穿越火线,3225288,人不能活在梦里，而忘记生活！,乌鸦Cry,9883.0
穿越火线,1741113,贾玲牙漏风,白鲨电竞贾玲,9774.0
穿越火线,4228108,北部荣耀局~首胜排位秒上号,舒昂0v0,9586.0
穿越火线,2660231,❤有车位❤萌新主播办卡上车❤,娇气的小可爱,9319.0
穿越火线,7904759,办卡就上号，就这么豪横！,泓艺迷迷,9267.0
穿越火线,6743915,小可爱来了！！,麦大婶,8521.0
穿越火线,2570166,也不是不困，就想再等一个房管,理纱baby,8344.0
穿越火线,8198900,水晶宝珠  改名卡 京剧黄闪光弹,没落33531,7652.0
穿越火线,7603238,6盘6列+京剧闪光/透明护目镜最后一天,主播阿森呀,7360.0
穿越火线,5456510,免费挑战爆角色丶超级背包,十年丶阿陈专业刷角色,7028.0
穿越火线,8270241,能够握紧的就别放了 8270241,情久吴晗,7006.0
穿越火线,5326974,CF全能王.排位首胜定级上分,聚缘丶H,6625.0
穿越火线,8007272,东部枪王之王！！！,白鲨lht,6238.0
穿越火线,8510012,西部大区来一起排啊   太难了,小羊子呀,5932.0
穿越火线,5753791,CF版王思葱234杀吉尼斯纪录创造者,湖南个竞狙神宝锅,5796.0
穿越火线,8412077,不凉人，排位小能手,不凉人ovo,5506.0
穿越火线,4832066,全区排位效率升段,思腾LG,5216.0
穿越火线,5297038,老兵：若有战，召必回！,十年丶主城,5153.0
穿越火线,7480275,支持弹幕点歌,hy晨宇,5139.0
穿越火线,7921195,救世主金字塔 给我嗨起来,军营青春,5134.0
穿越火线,5055004,精神小伙关注免费首胜,KZ丶无权,5116.0
穿越火线,3413570,冷门枪械大师,麦兜大逗比,5041.0
穿越火线,6855124,关注免费首胜啦,不过是一只路过的妖梦,4936.0
穿越火线,5681576,啦啦啦  免费首胜咯,小小空白哇,4823.0
穿越火线,4801574,小号野战 日常小黑屋,这个主播有点萌哦,4807.0
穿越火线,8138257,干啥啥不行，排位第一名！,白鲨毛毛,4791.0
穿越火线,7830374,追击虐菜！！！,橙子ADC,4779.0
穿越火线,7696318,友情卷/COP/紫金,渝万丶狙神谦,4724.0
穿越火线,7952849,野战小学生广场,抠脚大汉李哲,4618.0
穿越火线,1507059,菜就菜了，怎么啦,余生只剩骚,4585.0
穿越火线,1989381,"新人直播,关注首胜。",傲傲傲傲傲傲天d,4560.0
穿越火线,8410491,新人主播！求围观，求关注！,渲染Xran,4559.0
穿越火线,8298413,斗鱼--日常挑战娱乐【接爆裂者】,差不多先森emmm,4493.0
穿越火线,7966640,最勤的小主播,白鲨夏花,4423.0
穿越火线,8007638,荣耀低豆。,情久Da超,4385.0
穿越火线,7986781,首胜 排位上分,奶粉哥857,4281.0
穿越火线,6419116,小喷子走天下,十三26403,4276.0
穿越火线,8304520,愚人节卧底：最强坑王，西部小号排位赛,DY星宿,4185.0
穿越火线,7660164,无尽挑战直播中,哥万人敬仰哏犇匕,4049.0
穿越火线,1254859,想过一星任务，有大佬支持一下么,土狗小魔君,3867.0
穿越火线,6365126,关注=游戏一局/水晶宝珠来了/今日第一播,熊猫丶北诺,3860.0
穿越火线,6094853,中国加油 武汉必胜,情感专家老王z,3785.0
穿越火线,5719799,北部小姐姐有木有一起玩的,小丿懒猫,3783.0
穿越火线,6889001,求大哥，速度进,人头张,3726.0
穿越火线,8253511,临渊羡鱼 不如退而结网,观自在zz,3618.0
穿越火线,8027327,呆萌暖小僧,呆萌暖小僧,3373.0
穿越火线,8348108,各大区排位了解一下,战2哥哥,3298.0
穿越火线,8218494,菜菜菜菜菜菜 8218494,自娱自乐的菜鸡,3062.0
穿越火线,8161051,六级:  早上好啊,慧鱼六级,3039.0
穿越火线,2692126,穿越火线逆战,高山密林云雾,2800.0
穿越火线,6930699,房管免费上分，等一个房管,cf杨涛,2701.0
穿越火线,4385019,点关注  帮打排位~,渝万一果冻,2669.0
穿越火线,32195,最菜的AK 打最牛的你,楊野,2660.0
穿越火线,3516547,北部枪王局  冲刺荣耀枪王,小谢和浩哥,2526.0
穿越火线,8351022,东部打豆豆,傍晚的气泡,2505.0
穿越火线,8340347,北部继续送豆豆,情久椰子,2476.0
穿越火线,8239898,关注签到首胜,圣女果很好吃,2463.0
穿越火线,7188073,南部送豆豆了@,安静的指针,2456.0
穿越火线,5514308,这是新房间标题,愛西莫夫,2431.0
穿越火线,7260796,请叫我铁头黑旋风~输出狂魔,LG神奇龙,2412.0
穿越火线,6270842,风骚的高端局,摇摆的新节奏,2289.0
穿越火线,1983728,小刘：免费代抽任意活动,主播土碗,2256.0
穿越火线,2487113,北部大区！！！带你玩挑战！！！,李混子L,2240.0
穿越火线,8255972,想胖么，看我直播嗷嗷下饭,白大胖啊,2102.0
穿越火线,8306552,办卡就上号，就是那么豪横！,20岁少年阿瑞,1967.0
穿越火线,2849588,又好多天过去了，依旧没有打游戏,帝王南封i,1891.0
穿越火线,8439169,晚上排位，听听歌,十玖巴,1889.0
穿越火线,7935159,北部排位，自闭现场教学,阿皓yo,1839.0
穿越火线,8307268,白鲨南屿-东部荣耀掉豆豆~,白鲨南屿,1807.0
穿越火线,6027782,努力的陈小贱的直播间,努力的陈小贱,1652.0
穿越火线,2138950,帮打枪王排位，搞起来~,关于暮冬,1617.0
穿越火线,7789046,努力努力再努力 7789046,斯文怪人啊,1593.0
穿越火线,8155145,新赛季菜鸟冲冲冲！,职业造型师阿俊,1567.0
穿越火线,86409,CF大兵-穿越火线,易趣空间,1495.0
穿越火线,7498796,帮打排位，秒上号,我是那星星,1481.0
穿越火线,2451413,全服最菜酒店。,退隐的酱油,1445.0
穿越火线,8452576,他来了！他们来了,唠叨锋,1263.0
穿越火线,8318012,远方：西部排位DD免费排位,远方远方gg,1244.0
穿越火线,6546942,北部大区对陶娱乐,小杜Dula,1205.0
穿越火线,8331908,80FPS笔记本，将就着看吧,冷静点墨白,1157.0
穿越火线,4509594,嗷嗷上分，老年人直播,主播文涛4509594,1149.0
穿越火线,8467485,人已凉，烟消云散,做执迷的鲸鱼a,1123.0
穿越火线,7420348,新的一天新的开始加油！,温酒三杯敬城南,1091.0
穿越火线,8466118,父子双排上枪王,么么的铲屎官,1051.0
穿越火线,8369250,never under pressure,bobbyTarantino,1030.0
穿越火线,8322974,DY权叔叔的直播间,DY权叔叔,1021.0
穿越火线,8447124,新人主播 求关注 8447124,O幻影O2,1013.0
穿越火线,8366484,精神小伙么,生化冠军九叔,927.0
穿越火线,8050705,19fps2电竞训练,Seven火炬,892.0
穿越火线,245533,芒果：一狙一喷？嗯厉害了！,WE丨芒果大魔王,756.0
穿越火线,8397821,青铜皇帝回来了 8397821,杨二27227,727.0
穿越火线,6386619,吃饭睡觉打豆豆 6386619,挽心Evo,684.0
穿越火线,8515517,新主播忆白求关注,忆白Melody,682.0
穿越火线,8468213,一起玩不咯 8468213,卧槽666嗷,634.0
穿越火线,8487281,阿豪 正在修炼中~,CF武校阿豪,632.0
穿越火线,8377045,摩咖：播着玩,KZ丶摩咖,626.0
穿越火线,5508505,吃饭睡觉打豆豆！ 5508505,KZ丶小灰灰,624.0
穿越火线,8473448,混分小王子 在线混分,錕你秀个铻,622.0
穿越火线,1320825,生化的直播间 1320825,渣渣灬汪,594.0
穿越火线,4254726,排位突击中~,无敌阿淼,540.0
穿越火线,8441858,少奇油画棒的直播间,少奇油画棒,506.0
穿越火线,3417451,俩月没玩了，试试水,凉拌丶豆豆,466.0
穿越火线,8520767,菜就一个字，我只说一次.,Taehwa,450.0
穿越火线,6897400,CF送分嗷嗷嗷,良哥是个小月亮,448.0
穿越火线,8399563,新主播菜菜的斗地主8399563,阿忆希特鲁,445.0
穿越火线,8369403,cf刺猬的直播间,cf刺猬,440.0
穿越火线,8505576,菜鸟团长的直播间 8505576,翔子423,432.0
穿越火线,8511477,元气满满的一天 8511477,大志哥哥O,418.0
穿越火线,7037614,最帅长腿欧巴上线了~,余熙大大V587,415.0
穿越火线,8491580,寂静村千分随便打,小二龄,409.0
穿越火线,8506080,萌新娱乐主播 8506080,浅笑承诺,407.0
穿越火线,8525191,cf 冲冲冲冲冲冲,松丶松丶,400.0
穿越火线,6460922,华中战区一起玩,老许大大呀,395.0
穿越火线,3102760,阿冠弟弟的直播间,阿冠弟弟,394.0
穿越火线,6205512,高家軍总司令的直播间,高家軍总司令,316.0
穿越火线,8517289,我菜，但是我有梦想！！！,我家有个睿姐,292.0
穿越火线,6114359,CF大神 6114359,刘能大哥,282.0
穿越火线,1988030,打个排位能少活一年,爱情W1fi,269.0
穿越火线,5364518,小虎少：往后余生！,PUBG小乐乐,268.0
穿越火线,8517537,"心有猛虎,细嗅蔷薇。",星星收集簿,264.0
穿越火线,8532422,新人主播 求关注 8532422,怀恋青春997,240.0
穿越火线,7474259,家里不困的直播间,家里不困,229.0
穿越火线,8491744,大白兔的猪猪哈,铁憨憨雨桐妹妹,211.0
穿越火线,8521735,反正有的是时间,孤忘你还在,201.0
穿越火线,8513848,从零开始 加油,冷季丶丶,200.0
穿越火线,8529715,用户08430807的直播间,用户08430807,180.0
穿越火线,7679121,cf魔童的直播间,cf魔童,176.0
穿越火线,165737,白给的一天 165737,KDS3exyPig,168.0
穿越火线,6965305,云顶小男神,云顶小男神,140.0
穿越火线,7774138,疯狂暴力兵,do鱼直播Lu,136.0
穿越火线,8531300,北部萌新主播测试,妳是软肋,128.0
穿越火线,6822628,我欲乘风上分！,瓜皮晴,116.0
穿越火线,3446979,久违的枪王排位之旅,手残王者赵小赵,105.0
穿越火线,19456,新主播，求过星,KZ丶aq,104.0
穿越火线,2141089,游戏质检员—什么都玩,Dy丶阿瑟,101.0
穿越火线,7338000,排位狂魔 打号,迷人的顾冷,54.0
穿越火线,4028855,猛男.0.0.0打排位,1431845595,4.0
穿越火线,8530568,說愛太燙嘴845的直播间-菜鸟新手勿喷,說愛太燙嘴845,0.0
DNF,5551065,今天就算了，一次就好,我是大坤坤啊,723000.0
DNF,5518350,坚持就是胜利，就会出神话！,丶才子欧巴,632000.0
DNF,7208603,洞察深渊年套升级,斩月Boy,42000.0
DNF,306236,强化增幅11 12 13 龙珠年套,主播东门,543000.0
DNF,276694,强化增幅12 13回归打造送年套！,今日不服,505000.0
DNF,5431580,深渊团本不排队哦~,南小风儿,78000.0
DNF,1658669,神话小王子：已经拥有9神话的男人,DNF伟神,411000.0
DNF,5029681,12点 第二届最强水友赛 4V4 深渊,漫游kiss欢,351000.0
DNF,5339045,白金 三出一 强化 增幅,鬼肿丶,190000.0
DNF,488744,2天年套送3件透明送卷子增幅,DNF彩粉,183000.0
DNF,6494329,跨一  洞察之眼 神话深渊光头免费,DNF跳跳,17000.0
DNF,1441535,强化12 13 增幅  天空 !,舒慧儿,178000.0
DNF,5609591,今天的我太有感觉啦！！！！,旭旭儿ii,175000.0
DNF,5096857,S1-S6职业联赛放送,DNF海因0206,173000.0
DNF,6603981,1.65强化13 新号手把手原地毕业套餐,一只o胖虎,157000.0
DNF,989962,第八个神话啦~~哈哈哈,dnf二点零,149000.0
DNF,5339045,白金 三出一 强化 增幅,鬼肿丶,190000.0
DNF,488744,2天年套送3件透明送卷子增幅,DNF彩粉,183000.0
DNF,6494329,跨一  洞察之眼 神话深渊光头免费,DNF跳跳,17000.0
DNF,1441535,强化12 13 增幅  天空 !,舒慧儿,178000.0
DNF,5609591,今天的我太有感觉啦！！！！,旭旭儿ii,175000.0
DNF,5096857,S1-S6职业联赛放送,DNF海因0206,173000.0
DNF,6603981,1.65强化13 新号手把手原地毕业套餐,一只o胖虎,157000.0
DNF,989962,第八个神话啦~~哈哈哈,dnf二点零,149000.0
DNF,6168205,年套下架倒计时1天,小场面噢,87000.0
DNF,338568,全职pk/灯管武器/黄金不排队,全职pk惜别,74000.0
DNF,8049323,1.68强化13快来碰瓷呀~,是大脸怪i,71000.0
DNF,5461970,DNF搬砖第一人，普雷/魔界/任何,DNF鬼魂,70000.0
DNF,5472829,全职业上分/斗兽武器/光环,解说段依然,64000.0
DNF,7370064,升级、深渊、各种副本不排队,镜水月L,58000.0
DNF,533660,送年套单件天空强化增幅,河南人灬小胖2,56000.0
DNF,4051560,宠爱：每天都可以遇见彩虹,宠爱宠爱呀,56000.0
DNF,1609736,❤逍遥自在 迷人可爱~,点宝呀,53000.0
DNF,6008583,骚熊很渴望 但生前未能得到搬砖真香冲冲冲,骚熊在奔跑丶,51000.0
DNF,7134535,深渊/洞察/强化/增幅/天空,DNF滕先生,51000.0
DNF,5238518,专业看号 搭配 测伤害 深渊 团本每日！,剑魂星星,50000.0
DNF,711760,国服无敌上分7点超级4v4,红眼红领巾,48000.0
DNF,5401083,深渊/团本/升级/看号/ 打造,一个胖胖的橙子,47000.0
DNF,457231,全职PK印章幻化/黄金/偷学/TP不等待,全职PK發財,44000.0
DNF,605086,专业深渊解毒30年，洞察,可乐网吧,44000.0
DNF,5717753,跨3A主播在线蹲水友~~~,清岑哟,43000.0
DNF,6403311,搬砖风暴航路，210W-250W,DNF骑绝尘,42000.0
DNF,7208603,洞察深渊年套升级,斩月Boy,42000.0
DNF,7767674,跨二小姐姐搬砖/接各种,他们说我是呆二,40000.0
DNF,8183110,深渊办卡，免费看号研究百级搭配,星灬叔,39000.0
DNF,6915021,年套最后1天 年套送透明帮回归新手打造,神秘嘉宾鱼神,37000.0
DNF,6665708,神话只有0次跟无数次，干巴得,玄冥二基,36000.0
DNF,1941331,啥神话不神话的，没有用！！,小手是个臭弟弟,35000.0
DNF,8173138,办卡深渊进行中 哈哈第10个神话啦,阿航小zz,35000.0
DNF,5453086,"100版本搬砖,升级,深渊，大家加油！",三线仓宝,35000.0
DNF,5405311,年套，回归打造，深渊日常碰瓷,战法玩家阿凉,34000.0
DNF,7906254,办卡接任何不排队,菜心小伙伴,34000.0
DNF,8189424,一张办卡为所欲为！,祈祷不,32000.0
DNF,6100834,今天又是七彩的一天 6100834,DNF灬阿辉,32000.0
DNF,6583007,我已经四天没见过神话了,吃不到咸鱼de猫,30000.0
DNF,4370472,温存：深渊里的童话，他没有神话。,丨Tenderness温存,29000.0
DNF,8179537,刷深渊，送红字书，送增幅,一生为梦1305,29000.0
DNF,6478862,℃ 陪你直到阿拉德不复存在,灵云梦梦断心,29000.0
DNF,4646085,10天爆30件神话了解下,主播云越,27000.0
DNF,549079,精神小伙不请自来 549079,韩哥哥别闹,27000.0
DNF,6443541,三天两件恶改上衣  增幅天空强化年套,人见人爱的二狗子,27000.0
DNF,5876361,跨二:岁月不饶人，我亦未曾饶过岁月！,朕三,25000.0
DNF,6034777,办卡X1百级深渊/洞察/升级,88小馬哥88,25000.0
DNF,8035136,跨5主播：每日洞察深渊帮打造,大卷测子,24000.0
DNF,733075,跨六：感谢大家的陪伴,老宝呀,23000.0
DNF,8078292,办卡深渊升级团本看号测伤搭配天空,Ho尤迪安,22000.0
DNF,7716158,剑魂PK深渊/光环TP偷学,剑神凌风酱,22000.0
DNF,7536384,普雷洞察深渊不排队,一缕仙火,21000.0
DNF,7849600,一张办卡深渊 7849600,合欢家丶小阿翼,21000.0
DNF,4786862,每天一个神话？？ 干干单单,炫石丶大树,20000.0
DNF,5560460,跨7.深渊.看号不用排队,DNF阿飞T,20000.0
DNF,6877989,已帮水友出9神话（时空耳环）,柒喜yc,19000.0
DNF,7688963,问必答：帮深渊团本升级,吟游诗人Wk,19000.0
DNF,7102082,升级 打团 深渊 不排队,冰浸没在绿茶,19000.0
DNF,7773121,跨2跨5主播：网吧pl/免费刷深渊,初心很暖ya,19000.0
DNF,4182547,普雷/魔界/深渊/洞察我都行,Lazy五郎,17000.0
DNF,6891861,优米优米857857,睡懵的小娜娜,17000.0
DNF,4446433,跨5普雷帮你毕业,汤姆克鲁斯太子,17000.0
DNF,5351029,风里雨里 100级等你,熏微微,17000.0
DNF,1500557,新的一周冲冲冲,太神经i,16000.0
DNF,7948113,跨五 欧皇的不行哦,泡泡泡o,16000.0
DNF,877395,100级深渊肝起来看号强化增幅天空等级,渝万丶帅少,16000.0
DNF,7257984,起号搬砖第48天征战100级,DNF吃货,16000.0
DNF,7658622,DNF夸八刷图达人书生,书生小小新,15000.0
DNF,644559,咪情；深渊.强化.增幅~神话飞来！,渝万丶咪情,15000.0
DNF,3558946,跨六免费带深渊！一张办卡你就是最亮的崽！,DNF锈刀,15000.0
DNF,6847434,跨六全职业主播,斗圣1970,15000.0
DNF,5541302,风暴搬砖冲冲冲,黑夜温柔0,15000.0
DNF,7583797,出个神话把哥！,安东口口,15000.0
DNF,3351333,跨6老魔界带团带健身竟然月瘦10斤,誓言魔界,15000.0
DNF,6933007,跨6的来聊聊天呀,黑一水湧,14000.0
DNF,8191031,办卡深渊 普雷 团本,Fly丶月,14000.0
DNF,8070964,跨五深渊 团本 升级不排队,阿岚爱吃肉啊,14000.0
DNF,8098469,刷荧光棒都管你叫哥刷别的管你叫.....,皇尊丿玩心,14000.0
DNF,5304308,一张办卡指哪打哪！,一烨y,14000.0
DNF,8094243,神话给我出来吧,炫石丶葑野,14000.0
DNF,7736209,办卡深渊奥和之眼普雷,DNF小安哦,14000.0
DNF,5976808,每日/洞察/深渊肝起来呀,雪兔哥哥uuu,14000.0
DNF,5973246,跨二7000力剑神！上1700分,帅气明星天天,13000.0
DNF,7141857,跨6百级神话王,我想找个心上人,13000.0
DNF,8440711,风暴搬砖打造砖厂第七天！,程子爱吃肉,13000.0
DNF,5368646,神话8，深渊团本升级不排队,久游丶亮仔,13000.0
DNF,7443498,打造搬砖风暴C 18/40,一条小脑虎,13000.0
DNF,8183767,办卡接所有任务,dnf大白灬,12000.0
DNF,5512562,叶青:深渊团本不排队,叶畔秋凉草色青,12000.0
DNF,2100047,my name is神话王,涂山丶汉汉,12000.0
DNF,5799098,跨6主播，深渊洞察普雷不排队,七里香Wuchih,12000.0
DNF,7564635,深渊出神话，有奖励,0大眼仔,12000.0
DNF,7333736,只要我刷的够快，就能趁神话不注意给他爆出,DNF乄卓越,12000.0
DNF,8411867,佡菓的直播间,佡菓不太甜,12000.0
DNF,6561413,冰洁挑战50层红玉,逆光的伤,12000.0
DNF,6713195,神话 X 4！！口罩过福星任务啦,丶狗剑心丶,12000.0
DNF,5331586,百级装备制作升级萌新指导,坚挺的清风,11000.0
DNF,618140,深渊碰瓷·天空·强化·所有业务,请叫我毒文,11000.0
DNF,995626,小伙，深渊活动了解一下！,圆梦小亮哥,11000.0
DNF,6427712,日常神话，深渊不排队,幻神哥哥真帅,11000.0
DNF,4426446,帮打洞察之眼  CP  等级  深渊,晓杰,11000.0
DNF,4694096,一张办卡刷深渊,稳重的风掠,11000.0
DNF,7342754,强化 增幅 天空 盒子 欢迎碰瓷,新萌恋芯,11000.0
DNF,8346993,娱乐之今日,当红女子522,11000.0
DNF,7978828,100散搭推荐,36个混混,11000.0
DNF,4460561,升级，深渊，团本，活动,炫石丶百科,11000.0
DNF,3942045,1办卡深渊  不排队,MI小西,11000.0
DNF,5027840,4件神话 给爷冲,帅气的虎虎,11000.0
DNF,5492973,上分送黄金,法驱有道o,10000.0
DNF,6746492,鱼吧更新了鬼剑士神话爆发搭配,DNF跨5浩子,10000.0
DNF,3587688,关注喂鱼免费1深渊，神话专业户,炫石丶管家,10000.0
DNF,6842635,救世主压力 6842635,炫石暮南,10000.0
DNF,6652336,碰瓷深渊！欢迎碰瓷,DNF小宁,10000.0
DNF,597986,免费深渊走起来！有请下一位受害者！,知二三,10000.0
DNF,2469228,跨五深渊打团升级不排队,华哥传媒丶草莓味半夏,10000.0
DNF,1641015,深渊。升级。搬砖。。,月满西楼剑如钩,9693.0
DNF,6890827,跨6主播在线爆神话,爷还是爷管你屁事,9590.0
DNF,4678847,剑帝PK直播深渊,GDTW丶花颜,9524.0
DNF,8411189,不懂就随便问,飞鸟與鱼,9469.0
DNF,6335123,团本，练级，冒险团，罚站,鸽子窝药神666,9320.0
DNF,4366773,深渊  等级  洞察 不排队哦,萌道暖暖,9198.0
DNF,3542795,跨二彭某人：普雷打完打每日2+2在深渊,DNF彭某人,9184.0
DNF,5139614,"一办卡深渊,二办卡升级，彩色柱子已出7次",华哥传媒丶欧了都,8837.0
DNF,3674539,大幽魂 给我出,跨3B剑帝屠苏,8766.0
DNF,7151326,大跨一兄弟们我回来了，我回来了。,韓湿兄,8737.0
DNF,8167314,深渊，洞察。出神话有奖励,一自迷,8685.0
DNF,5806101,新深渊/新等级/新活动,思故乡思姑娘,8474.0
DNF,1657922,神选最骚双开,桂APP,7946.0
DNF,8034214,办卡刷深渊啦！！！,哄哄她吧CG,7882.0
DNF,8089488,免费强化12和13~~~,罗斯特富贵,7880.0
DNF,8176289,向疫战英雄致敬,GiG_时间不会听,7830.0
DNF,8170587,光头小菜比上线,周楠枫,7654.0
DNF,1244278,新主播在线求关注 1244278,跨二猛男xx,7633.0
DNF,6897787,跨3b深渊光头奖励6666万,深山里的相思,7484.0
DNF,6594112,深渊/每日/周常/团本~不排队~！,大骚炮炮,7375.0
DNF,8063702,恶改神话已出 淦了！,一方Fairy,7320.0
DNF,5462643,东皇:长期洞察魔界普雷漩涡活动升级深渊,青丘东皇,7273.0
DNF,1489616,欧皇神话脚,赤脚天帝,7261.0
DNF,8250301,100级冲鸭冲鸭,Dear啊兔,7094.0
DNF,5883877,帮刷深渊啦！！！,无奈0911,7056.0
DNF,7798100,深渊、洞察搞起来,夜尽丶天洺,7020.0
DNF,5362299,游戏账号免费估价不排队,王子DNF账号,6998.0
DNF,8229610,从此再无俗中醉！,俗中醉,6869.0
DNF,5102270,你和我之间的板砖差距就在与一个：’杠‘,米唐唐日月民,6822.0
DNF,525213,年套送1宝珠.回归帮打造号.升级.洞察,奋斗才幸福,6719.0
DNF,8440104,第十三个神话出了！舒服啊！,炫石丶念白,6628.0
DNF,8001257,pk 升级深渊  魔界 团本,春小明,6588.0
DNF,7714808,跨三A一起炸团了,丶不及他丶,6573.0
DNF,8037510,新的一周开始了 8037510,DNF花葬,6449.0
DNF,7059384,升级 爆肝深渊（神话*9）,苏瑾哥哥丷,6432.0
DNF,7952570,太阳出来了 7952570,狱血小轩,6366.0
DNF,8030212,升级深渊冲冲冲！你毕业了吗,不忘初心方得始终wcg,6354.0
DNF,8492890,给我关注的直播间,给爷关注,6354.0
DNF,7881031,DNF:单手玩家,DNF张小宝,6325.0
DNF,4606150,跨五主播在线升级深渊,高冷男神小小姚,6237.0
DNF,7888630,欧皇的一天 7888630,欧皇脸哥,6165.0
DNF,849860,深渊打团搬砖练级，肝就完事儿了,囚签,6095.0
DNF,5664764,深渊团本升级 5664764,芍笑笑,5936.0
DNF,6807170,帮打 深渊 升级 洞察,玄武至臻,5909.0
DNF,8078474,100级日常搬砖升级深渊,DnfYang,5900.0
DNF,7036242,我有预感，今天肯定爆神话！！！,小四abc,5878.0
DNF,657141,100级上线日常清疲劳路线,萦心绕梦,5829.0
DNF,8289145,办卡深渊每日,醒着做梦的阿义,5751.0
DNF,6408713,今天是金光灿烂的一天。,神经的陈先生,5742.0
